timestamp,mgp_volume_MWh,mi1_volume_MWh,mi2_volume_MWh,mi3_volume_MWh,mi4_volume_MWh,mi5_volume_MWh,mi6_volume_MWh,mi7_volume_MWh,mgp_price_EUR_MWh,mi1_price_EUR_MWh,mi2_price_EUR_MWh,mi3_price_EUR_MWh,mi4_price_EUR_MWh,mi5_price_EUR_MWh,mi6_price_EUR_MWh,mi7_price_EUR_MWh,mi_price_EUR_MWh,cluster_total_load_MW,actual_consumption_MWh,mi_volume_MWh,cluster_total_load_forecast_MW,contracted_volume_MWh,consumption_forecast_MWh,imbalance_MWh,imbalance_cost_EUR,imbalance_price_EUR_MWh,imbalance_value_gap_EUR,surplus_sold_MWh,surplus_sale_revenue_EUR,inventory_MWh,customer_revenue_EUR,hourly_cost_EUR,hourly_revenue_EUR,macrozone_price_EUR_MWh,macro_imbalance_MWh,imbalance_coeff,terna_penalty_EUR,terna_incentive_EUR,purchase_price_EUR_MWh,retail_tariff_EUR_MWh,hourly_profit_EUR
2023-09-09 11:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18511,0.18511,0.0,0.1302699999999999,0.16284,0.1302699999999999,0.022269999999999984,3.660123298793223,164.35219123454087,-0.8077816987932243,0.0,0.0,0.0,36.538059035827764,24.51667049879323,36.538059035827764,108.28974441364788,387.277,0.4,0.0743929349999999,0.0,128.08,197.38565737036228,12.021388537034536
2023-09-09 12:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17552,0.17552,0.0,0.1302699999999999,0.16284,0.1302699999999999,0.012679999999999997,2.095213273080853,165.2376398328749,-0.47115887308085336,0.0,0.0,0.0,34.69175476303986,22.951760473080856,34.69175476303986,92.95309041781282,-110.391,0.4,0.0,0.024117359999999987,128.08,197.65129194986247,11.739994289959004
2023-09-09 13:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15949,0.15949,0.0,0.1302699999999999,0.16284,0.1302699999999999,-0.0033500000000000196,0.19706002671755354,168.06825306401058,0.13396064776443617,0.0033500000000000196,0.0,0.0,26.4318257965238,21.05360722671756,26.4318257965238,91.8714798399736,-71.402,0.4,0.0005891812500000068,0.0,128.08,165.7271665717211,5.37821856980624
2023-09-09 14:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1723299999999999,0.1723299999999999,0.0,0.1302699999999999,0.16284,0.1302699999999999,0.009489999999999887,1.6020542440276628,168.8149888332647,-0.38657504402767723,0.0,0.0,0.0,34.246192507690935,22.458601444027668,34.246192507690935,92.31788541683828,257.97,0.4,0.01350901499999968,0.0,128.08,198.72449664997941,11.787591063663267
2023-09-09 15:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15592,0.15592,0.0,0.1302699999999999,0.16284,0.1302699999999999,-0.0069200000000000095,0.3904261356955247,161.1998908734617,0.22918964484435517,0.0069200000000000095,0.0,0.0,25.727733733423968,21.24697333569553,25.727733733423968,110.38738281634583,-167.136,0.4,0.002514036000000007,0.0,128.08,165.0059885417135,4.480760397728439
2023-09-09 16:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14795,0.14795,0.0,0.1302699999999999,0.16284,0.1302699999999999,-0.014890000000000014,0.8562624617559887,164.3024967391323,0.5393529764456803,0.014890000000000014,0.0,0.0,24.460834211218234,21.712809661755994,24.460834211218234,105.63356565216932,-112.216,0.4,0.011639885250000022,0.0,128.08,165.3317621576089,2.74802454946224
2023-09-09 17:00:00,0.11073,0.0,0.00021783,0.00021783,0.0,0.0,0.0,0.0,128.08,0.0,0.0,106.29,0.0,0.0,0.0,0.0,0.0,0.1564499999999999,0.1564499999999999,0.0,0.1302699999999999,0.11116566,0.1302699999999999,0.045284339999999895,7.054234719144545,155.77647193587367,-1.2675151703610035,0.0,0.0,0.0,30.432539809793766,21.259686269844547,30.432539809793766,104.43644025531592,-53.12299999999999,0.4,0.0,0.30760071738533856,127.78632853616847,194.51927011693056,9.17285353994922
2023-09-09 18:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15341,0.15341,0.0,0.1302699999999999,0.16284,0.1302699999999999,-0.009430000000000022,0.5126997385981971,155.34002078418297,0.25706199599484586,0.009430000000000022,0.0,0.0,25.21917762179266,21.369246938598202,25.21917762179266,125.98270053954258,-531.309,0.4,0.004668557250000021,0.0,128.08,164.39070218233923,3.849930683194458
2023-09-09 19:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1394,0.1394,0.0,0.1302699999999999,0.16284,0.1302699999999999,-0.023440000000000016,1.1829344702261986,144.1899646789612,0.37761757207485025,0.023440000000000016,0.0,0.0,22.752860513005956,22.039481670226202,22.752860513005956,159.13610830259705,-678.153,0.4,0.02884526400000004,0.0,128.08,163.21994629129094,0.713378842779754
2023-09-09 20:00:00,0.11073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1444599999999999,0.1444599999999999,0.0,0.1302699999999999,0.11073,0.1302699999999999,0.0337299999999999,4.637673162481873,137.4940160830681,-0.3175347624818853,0.0,0.0,0.0,27.350352469007987,18.819971562481875,27.350352469007987,154.4552372923299,-344.958,0.4,0.0,0.17065693499999898,128.08,189.32820482492045,8.530380906526112
2023-09-09 21:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14714,0.14714,0.0,0.1302699999999999,0.16284,0.1302699999999999,-0.01570000000000002,0.8400730962442131,152.87954435745442,0.3893528464120347,0.01570000000000002,0.0,0.0,24.150434296459363,21.69662029624422,24.150434296459363,134.496114106364,-233.14,0.4,0.012940725000000033,0.0,128.08,164.13235215753272,2.453814000215143
2023-09-09 22:00:00,0.16284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13952,0.13952,0.0,0.1302699999999999,0.16284,0.1302699999999999,-0.023320000000000007,1.3385293144971682,163.9952602912482,0.837543869991908,0.023320000000000007,0.0,0.0,23.062586565162672,22.195076514497174,23.062586565162672,112.63840927187954,-124.82,0.4,0.03854341260000002,0.0,128.08,165.29950233058108,0.8675100506654978
